loss,gate_mean,gate_std
111.82329559326172,0.5395146608352661,0.0004163795383647084
5.503021717071533,0.5366249084472656,0.0007694188971072435
186.98733520507812,0.5340057611465454,0.0006712497561238706
52.79292678833008,0.5313351154327393,0.0002189385995734483
33.35981750488281,0.5286530256271362,0.0007478716433979571
49.1971435546875,0.5259017944335938,0.0010081651853397489
133.4271697998047,0.5245624780654907,0.0006377326790243387
87.94813537597656,0.5225437879562378,0.00031824689358472824
156.69151306152344,0.520919680595398,0.0006688401917926967
26.309303283691406,0.5194370150566101,0.0007419530302286148
74.15998077392578,0.5180203318595886,0.001273340079933405
50.427127838134766,0.5170303583145142,0.0010265144519507885
98.26201629638672,0.5166923403739929,0.0005915298243053257
346.5891418457031,0.5163854360580444,0.0009729525190778077
104.41394805908203,0.5165066123008728,0.0009471073281019926
84.27887725830078,0.5166069865226746,0.0005570156499743462
26.04574203491211,0.5174948573112488,0.0009788911556825042
118.40089416503906,0.518083930015564,0.001043969765305519
83.72654724121094,0.5184573531150818,0.0014383995439857244
179.7863311767578,0.520622968673706,0.0005881108809262514
330.9792175292969,0.5217046737670898,0.0006533069536089897
105.150390625,0.5224876999855042,0.0012808154569938779
79.8164291381836,0.5250860452651978,0.0006235718610696495
23.475183486938477,0.5268678665161133,0.0006195889436639845
58.13411331176758,0.5285576581954956,0.0002585505717433989
126.4864501953125,0.5297703742980957,0.0004846506053581834
107.48589324951172,0.5312379598617554,0.0005122258444316685
49.013492584228516,0.5336135625839233,0.00022493500728160143
28.024658203125,0.5351248979568481,0.0004962473176419735
86.236572265625,0.5368629693984985,0.00027241368661634624
16.26569175720215,0.5388835668563843,0.0005783441592939198
3.154707908630371,0.5406900644302368,0.0004882174252998084
71.51610565185547,0.5408774614334106,0.0006326842121779919
72.71488189697266,0.5411350131034851,0.0002868496812880039
14.625149726867676,0.5418461561203003,0.00040812138468027115
38.46392822265625,0.5424315929412842,0.0004435660666786134
24.640174865722656,0.5431948900222778,0.0006377766258083284
18.667139053344727,0.5433143377304077,0.00040027586510404944
64.69496154785156,0.5438638925552368,0.0005927540478296578
